#geneID	KO/WT_0h	KO/WT_2h	KO/WT_6h	KO/WT_12h	KO/WT_18h	KO/WT_24h
ENSMUSG00000002992	0.021714	0.299725	0.341828	-0.676502	0.059351	-0.015120
ENSMUSG00000002997	0.010455	-0.427233	0.186729	0.185700	-0.070459	0.349164
ENSMUSG00000003031	-0.808625	0.150459	0.513509	0.197198	0.200246	-0.261171
ENSMUSG00000003032	0.001218	0.247554	-0.061589	0.186205	-0.251845	-0.084775
ENSMUSG00000003033	0.250979	0.043399	0.156204	-0.328558	0.624476	-0.560841
ENSMUSG00000003037	0.018738	0.448078	0.338835	-0.313940	0.130190	0.229924
ENSMUSG00000003039	0.294355	-0.022934	0.419954	-0.460343	-0.028190	-0.559274
ENSMUSG00000003051	0.168704	-0.657370	0.196064	0.081020	-0.241774	-0.008403
ENSMUSG00000003053	-0.399192	-0.084549	0.103757	0.106093	0.651761	0.047805
ENSMUSG00000003062	0.778253	0.439007	0.576203	-0.058737	-0.267614	0.086241
ENSMUSG00000003068	-0.274619	0.168400	-0.447926	0.341645	0.160059	-0.128188
ENSMUSG00000003070	0.011060	0.239995	0.659153	0.193056	-0.130057	-0.009229
ENSMUSG00000003072	-0.361435	0.126914	0.103542	-0.583398	0.326189	0.367603
ENSMUSG00000003099	-0.057582	-0.003509	0.310964	0.415446	-0.604584	0.668419
ENSMUSG00000003119	-0.534371	-0.005877	0.267081	0.297691	-0.066009	-0.659426
ENSMUSG00000003123	0.109594	0.334487	-0.371914	0.062439	-0.289697	0.045060
ENSMUSG00000003131	0.278994	-0.721550	-0.290678	0.405412	-0.336887	0.313557
ENSMUSG00000003135	-0.138581	-0.389051	-0.268710	-0.523967	0.125255	-0.188621
ENSMUSG00000003153	0.088191	0.411325	-0.634412	-0.038541	-0.746698	-0.081882
ENSMUSG00000003161	0.071762	-0.409617	0.183557	-0.352950	-0.203294	0.312836
ENSMUSG00000003184	-0.488431	0.137891	0.535866	0.182179	0.380152	-0.076902
ENSMUSG00000003200	0.213072	0.098264	0.214693	0.162707	0.004369	-0.015432
ENSMUSG00000003206	0.581021	-0.591488	0.085831	0.198355	0.323260	-0.070632
ENSMUSG00000003208	0.017823	-0.043588	0.063719	-0.003691	-0.627116	-0.502871
ENSMUSG00000003226	0.147460	-0.263266	0.153043	-0.314496	-0.332563	0.000405
ENSMUSG00000003227	-0.282719	0.365816	0.108616	-0.531752	0.006727	-0.058965
ENSMUSG00000003228	-0.320037	-0.064587	0.202681	0.761805	0.073321	0.211152
ENSMUSG00000003233	0.221781	0.462334	-0.317194	-0.268300	-0.711002	-0.431423
ENSMUSG00000003235	0.489524	-0.582656	0.704083	0.249285	0.495755	0.098938
ENSMUSG00000003269	0.375115	-0.174126	-0.274734	0.152567	0.690263	-0.401670
ENSMUSG00000003271	-0.406015	-0.377097	-0.101389	0.161717	0.507577	-0.067361
ENSMUSG00000003279	-0.146805	0.950549	-0.242904	-0.198314	0.111821	-0.085826
ENSMUSG00000003283	0.068876	-0.194551	0.211283	0.169650	-0.105004	-0.467354
ENSMUSG00000003299	-0.181316	0.097791	0.529593	-0.275094	-0.249815	-0.590129
ENSMUSG00000003308	-0.199061	-0.618957	-0.577241	-1.561424	-0.908186	-1.301522
ENSMUSG00000003309	-0.062468	-0.148031	0.024570	-0.271856	0.108826	-0.485049
ENSMUSG00000003316	-0.433043	-0.024728	0.090200	0.045767	0.602395	0.056274
ENSMUSG00000003341	0.115537	0.137003	-0.724336	0.638080	0.228782	-0.199349
ENSMUSG00000003345	0.062674	-0.133628	-0.358567	0.288971	0.110193	-0.009546
ENSMUSG00000003346	-0.669872	0.410956	0.466109	0.081683	-0.361961	0.265092
ENSMUSG00000003352	-0.103333	-0.342380	0.680473	-0.548312	0.116966	-0.011013
ENSMUSG00000003360	0.372803	-0.614152	0.509352	0.660117	0.166446	0.170927
ENSMUSG00000003363	0.634175	-0.181885	-0.255648	-0.133413	-0.006067	0.355528
ENSMUSG00000003378	0.497040	0.028117	0.572116	0.192072	0.045448	0.021443
ENSMUSG00000003379	-0.130155	0.588230	0.206642	-0.361559	0.159808	-0.065259
ENSMUSG00000003402	-0.283893	0.499763	-0.087210	0.175721	-0.110877	-0.059477
ENSMUSG00000003411	-0.187031	0.191751	-0.198312	0.351195	-0.143259	-0.032687
ENSMUSG00000003418	-0.137810	0.315583	-0.328653	0.228508	-0.122648	0.061648
ENSMUSG00000003421	0.096393	0.493910	0.198958	-0.368657	0.079873	0.107346
ENSMUSG00000003429	0.192069	0.286065	-0.474307	-0.205982	-0.446497	-0.068877
ENSMUSG00000003435	-0.310353	0.414796	-0.051432	-0.351250	0.229151	-0.530336
ENSMUSG00000003436	0.324264	-0.221133	-0.341614	0.501165	0.334899	0.080610
ENSMUSG00000003437	0.317096	-0.045753	-0.264548	-0.020523	0.150289	0.078906
ENSMUSG00000003452	-0.446491	0.192514	-0.405896	-0.119996	0.076644	0.064756
ENSMUSG00000003458	-0.527876	0.648842	0.118326	0.250710	-0.771330	0.082013
ENSMUSG00000003464	0.016894	-0.005846	-0.153742	-0.205828	-0.325777	-0.476025
ENSMUSG00000003476	0.402872	-0.345667	0.351671	-0.502324	0.055661	0.088586
ENSMUSG00000003477	-0.030125	-0.426562	0.210093	-0.002818	-0.216619	0.190323
ENSMUSG00000003484	0.291103	-0.277882	0.469781	-0.283235	0.473649	-0.003553
ENSMUSG00000003500	0.213586	-0.032236	-0.429462	0.164813	0.449186	-0.061638
ENSMUSG00000003518	0.326343	-0.368923	-0.347771	-0.027153	-0.198579	0.215136
ENSMUSG00000003526	0.215632	0.870886	-0.683233	-0.159321	0.626951	-0.552986
ENSMUSG00000003528	0.023602	0.316864	-0.206766	-0.229077	0.365479	0.464677
ENSMUSG00000003541	-0.412480	-0.135147	-0.042478	-0.167496	0.352951	-0.188559
ENSMUSG00000003545	-0.169421	-0.442704	-0.434597	-0.338128	0.347957	0.217144
ENSMUSG00000003546	0.085885	0.337045	-0.326271	-0.024123	-0.472422	0.313679
ENSMUSG00000003549	0.619413	-0.214270	-0.841151	-1.027080	-1.034604	-0.950591
ENSMUSG00000003555	-0.534636	-0.004951	-0.266169	0.146812	-0.377700	-0.726702
ENSMUSG00000003559	0.242080	-0.246266	0.113120	-0.130936	0.933159	0.360814
ENSMUSG00000003573	0.039179	-0.481989	-0.280567	-0.108605	0.551906	-0.405867
ENSMUSG00000003604	-0.245340	0.028311	-0.251342	-0.504163	0.618462	-0.017467
ENSMUSG00000003617	0.891786	0.575794	0.282421	-0.366405	-0.276901	0.496773
ENSMUSG00000003623	-0.128983	-0.089591	-0.065147	-0.027472	0.156960	-0.632787
ENSMUSG00000003644	-0.019105	-0.152117	-0.296722	-0.183357	0.510995	0.533261
ENSMUSG00000003660	0.739703	-0.280604	-0.686278	-0.136365	0.094300	0.277340
ENSMUSG00000003665	0.392780	-0.253750	0.027742	0.182694	0.055660	0.405924
ENSMUSG00000003731	-0.187961	0.538055	-0.018886	0.140200	0.414669	-0.308448
ENSMUSG00000003746	0.218912	-0.035993	0.044740	-0.047412	-0.388868	-0.094192
ENSMUSG00000003752	0.451305	0.458142	-0.097792	0.742134	-0.213952	-0.650312
ENSMUSG00000003779	0.414349	-0.461262	-0.002681	-0.031498	0.148007	0.186971
ENSMUSG00000003808	-0.025435	-0.013463	0.281210	0.288936	0.296502	0.078246
ENSMUSG00000003809	0.040619	0.212850	-0.293602	0.660121	0.058933	0.503135
ENSMUSG00000003812	-0.052691	-0.522301	0.121927	0.300999	-0.060412	0.431138
ENSMUSG00000003813	0.240739	-0.047438	-0.121896	-0.041624	-0.616721	0.612341
ENSMUSG00000003814	0.131381	-0.085151	0.333372	-0.443860	0.338426	-0.191843
ENSMUSG00000003848	-0.658443	0.348336	-0.577265	-0.133449	0.057872	0.118399
ENSMUSG00000003849	-0.289993	0.113777	-0.320682	-0.023968	0.371010	-0.433910
ENSMUSG00000003863	-0.135388	0.120947	-0.109051	-0.423009	0.053818	0.076011
ENSMUSG00000003865	-0.313399	-0.282305	-0.322898	-0.165690	-0.342102	0.068134
ENSMUSG00000003872	0.369141	0.226929	0.378104	0.362304	-0.000776	-0.212225
ENSMUSG00000003873	0.077915	0.247781	-0.291191	-0.207426	0.335436	-0.286379
ENSMUSG00000003882	-0.242584	-0.039416	0.669806	0.430150	0.149821	0.108333
ENSMUSG00000003923	0.154648	0.432177	-0.238892	-0.285226	-0.395673	0.307323
ENSMUSG00000003934	-0.047706	0.626569	-0.303082	-0.366596	0.316898	0.058136
ENSMUSG00000003970	0.028098	-0.236001	-0.584173	-0.748189	-0.393655	0.154315
ENSMUSG00000003974	0.009813	0.040359	0.033254	0.394070	-0.527673	-0.405449
ENSMUSG00000004018	-0.077796	0.302846	-0.094828	-0.508351	-0.158491	-0.699188
ENSMUSG00000004032	0.153177	0.095438	-0.481885	0.011076	-0.143489	-0.208510
ENSMUSG00000004035	0.517986	0.595761	0.004139	0.066259	-0.086723	0.413372
ENSMUSG00000004038	-0.383916	-0.426494	0.254231	0.330269	-0.239971	0.508354
ENSMUSG00000004040	-0.405766	0.493672	0.406378	1.057715	-0.364213	-0.049362
ENSMUSG00000004043	-0.052038	-0.337572	0.368073	0.083437	-0.121140	0.500508
ENSMUSG00000004044	-0.649731	-0.110095	-0.202917	0.013689	0.271474	0.366843
ENSMUSG00000004054	-0.022523	0.240294	0.179023	-0.068571	0.374932	-0.218344
ENSMUSG00000004056	0.842081	0.191704	0.555738	1.276049	1.187637	1.070799
ENSMUSG00000004070	0.144694	-0.071758	0.002835	0.103393	0.340574	-0.407349
ENSMUSG00000004085	-0.331708	-0.208599	-0.029307	0.463801	-0.181852	-0.593981
ENSMUSG00000004096	0.256306	0.418101	-0.199685	-0.416352	-0.058893	-0.418599
ENSMUSG00000004098	0.486820	-0.142629	-0.039502	-0.041044	0.294246	0.372247
ENSMUSG00000004099	0.020720	-0.194264	-0.132269	-0.153551	0.053818	-0.647206
ENSMUSG00000004110	-0.095342	-0.090227	-0.051017	0.272661	-0.596727	0.122273
ENSMUSG00000004113	-0.958038	-0.513575	-0.050114	-0.186622	0.120603	-0.015907
ENSMUSG00000004207	-0.247927	0.432404	-0.057253	0.047069	-0.074996	0.249430
ENSMUSG00000004221	-0.148288	-0.912696	-0.235994	-0.341351	-0.829222	-0.601065
ENSMUSG00000004233	0.420591	-0.422055	-0.372279	0.202138	0.546611	-0.071955
ENSMUSG00000004264	-0.109220	-0.499358	0.792438	-0.058668	-0.113391	0.362581
ENSMUSG00000004266	-0.169369	-0.193789	-0.455036	-0.604341	-0.116086	0.314509
ENSMUSG00000004267	-0.328904	0.107005	-0.071033	-0.089608	0.047968	-0.282855
ENSMUSG00000004268	-0.264744	-0.254967	-0.347507	-0.292256	-0.205650	-0.022780
ENSMUSG00000004270	0.166307	0.007867	-0.202288	0.178582	-0.393079	0.037663
ENSMUSG00000004285	-0.185899	-0.018030	-0.857995	0.013970	0.029165	0.054657
ENSMUSG00000004296	-0.291220	0.466053	0.107936	-0.129226	0.295817	0.058750
ENSMUSG00000004317	-0.567078	-0.546329	-0.294557	0.532436	0.348591	0.359794
ENSMUSG00000004328	0.000136	0.592325	0.321594	-0.198114	-0.125754	-0.302083
ENSMUSG00000004341	0.209680	-0.292164	-0.886654	-0.517456	-0.359432	-0.136172
ENSMUSG00000004344	0.704456	0.485639	-0.537069	-0.084717	-0.145413	-0.212766
ENSMUSG00000004347	-0.102799	-0.119707	0.628098	0.236385	-0.238952	-0.175409
ENSMUSG00000004364	-0.665842	-0.525056	-0.677514	-0.905155	-0.804703	-0.778019
ENSMUSG00000004366	0.007447	-0.384001	0.108013	0.321376	-0.188694	-0.340465
ENSMUSG00000004371	-0.790285	-0.234232	-0.132391	0.095778	0.439535	0.350497
ENSMUSG00000004383	-0.066188	0.159877	0.129219	-0.722129	0.387775	0.290605
ENSMUSG00000004415	-0.015703	-0.262447	0.275221	-0.454430	-0.198038	0.071904
ENSMUSG00000004446	-0.032385	0.657507	0.269906	0.475329	-0.405067	-0.193548
ENSMUSG00000004451	0.178146	0.018345	-0.181205	0.459320	-0.198088	0.182683
ENSMUSG00000004455	-0.290928	0.260278	-0.371464	-0.251027	-0.248876	0.271730
ENSMUSG00000004508	0.161520	-0.437910	0.467255	-0.087660	-0.087196	0.410768
ENSMUSG00000004535	-0.675380	0.116116	-0.056616	-0.719348	-0.053703	-0.262051
ENSMUSG00000004552	-0.029909	0.207208	0.544513	-0.517535	-0.033835	0.067912
ENSMUSG00000004565	-0.608782	0.099296	-0.152985	-0.502408	0.160869	0.021366
ENSMUSG00000004567	-0.084207	-0.641148	0.266221	0.586834	0.452787	-0.143103
ENSMUSG00000004568	-0.085823	-0.028915	-0.336620	0.202106	0.361377	-0.108807
ENSMUSG00000004591	0.451641	0.033863	0.989766	0.451553	-0.299765	-0.470343
ENSMUSG00000004609	-0.289501	-0.780754	-0.234061	0.159181	0.066194	0.035697
ENSMUSG00000004610	-0.571606	0.082541	-0.001794	-0.026498	-0.491119	-0.442169
ENSMUSG00000004626	0.402087	-0.444969	-0.476690	0.266445	-0.038231	-0.121638
ENSMUSG00000004631	0.313044	0.078050	-0.212882	-0.268668	-0.363248	-0.468234
ENSMUSG00000004633	0.038247	-0.283031	0.437652	-0.078546	-0.345002	-0.357825
ENSMUSG00000004637	-0.093767	-0.179396	-0.169757	-0.331004	0.543221	-0.108267
ENSMUSG00000004642	1.060722	-0.174908	0.234159	-0.401680	-0.317934	-0.233062
ENSMUSG00000004651	-0.249036	0.266285	0.431889	-0.260970	0.046505	0.084502
ENSMUSG00000004654	-0.350157	0.140802	0.229844	0.100879	-0.166578	0.296788
ENSMUSG00000004655	-0.144223	-0.144048	0.178888	-0.369335	0.145430	0.067461
ENSMUSG00000004665	0.083615	-0.031192	-0.130337	-0.177004	-0.587175	-0.854789
ENSMUSG00000004667	0.326826	-0.184507	-0.262954	0.120716	-0.820008	0.322199
ENSMUSG00000004668	0.388327	0.094158	0.131780	-0.101260	0.477500	0.430236
ENSMUSG00000004698	-0.128188	0.612670	-0.028685	0.084988	0.133525	-0.284525
ENSMUSG00000004707	-0.119350	0.029603	-0.383821	-0.534141	0.153802	0.799594
ENSMUSG00000004709	-0.294679	-0.328358	0.195870	0.687896	-0.091775	0.047528
ENSMUSG00000004730	0.299928	-0.150978	-0.033456	0.116273	0.101660	0.021450
ENSMUSG00000004771	0.497819	-0.498064	-0.141489	0.027237	0.544730	0.652208
ENSMUSG00000004788	-0.578847	-0.232179	0.113944	0.059720	0.029454	-0.171136
ENSMUSG00000004789	0.351148	-0.737769	-0.157921	0.070909	-0.076815	-0.372365
ENSMUSG00000004791	-0.732323	-0.006494	-0.184934	-0.047305	-0.474197	0.489264
ENSMUSG00000004798	-0.143251	-0.010320	-0.093477	-0.003845	0.191894	-0.181780
ENSMUSG00000004814	-0.147661	-1.122223	0.341428	-0.260180	-0.243550	0.484393
ENSMUSG00000004815	-0.733353	-0.221134	0.026451	0.537574	0.205136	0.291822
ENSMUSG00000004837	0.057058	-0.328261	-0.068478	0.319294	-0.031057	0.031587
ENSMUSG00000004842	0.357729	0.450119	-0.179014	-0.476345	0.113326	0.131601
ENSMUSG00000004843	-0.401698	0.026408	0.639866	0.646328	0.291533	-0.647362
ENSMUSG00000004846	0.240309	0.451749	0.119731	-0.285344	0.155786	-0.014384
ENSMUSG00000004849	0.052484	-0.188452	-0.001872	0.226887	0.389808	0.346895
ENSMUSG00000004864	0.252738	1.076602	0.782172	0.027169	1.064188	-0.149793
ENSMUSG00000004865	-0.083524	-0.031457	-0.172644	0.304862	0.357806	-0.076879
ENSMUSG00000004872	-0.079341	0.622661	0.094759	-0.052263	0.556564	-0.066860
ENSMUSG00000004880	0.505980	-0.013508	0.526515	0.025774	0.152330	1.034437
ENSMUSG00000004885	0.632678	-0.287658	-0.068720	-0.258594	0.582999	-0.289523
ENSMUSG00000004892	-0.142810	-0.159804	0.141957	0.429967	-0.298555	-0.198269
ENSMUSG00000004895	0.204857	-0.485753	-0.004374	0.086340	-0.245058	-0.194534
ENSMUSG00000004902	0.196842	-0.163184	-0.221689	-0.069932	0.491372	-0.104243
ENSMUSG00000004929	0.014271	-0.736542	-0.421946	0.125808	-0.462134	0.151316
ENSMUSG00000004933	-0.330133	0.560201	-0.398256	0.450489	0.330969	0.034854
ENSMUSG00000004934	-0.746811	0.094848	-0.098375	-0.560879	-0.491656	-0.569428
ENSMUSG00000004936	-0.077610	-0.488413	0.522892	-0.283811	0.702129	0.065430
ENSMUSG00000004937	0.220162	0.538130	-0.298858	0.180870	0.210423	0.304883
ENSMUSG00000004939	0.655935	-0.002292	-0.041797	-0.500565	0.027833	0.123337
ENSMUSG00000004947	0.698135	-0.314055	0.769939	0.010735	-0.001143	-0.159595
ENSMUSG00000004948	0.123432	0.179730	-0.031369	0.755094	-0.382954	0.206848
ENSMUSG00000004951	-0.347592	0.178917	-0.001543	0.304521	-0.004411	0.286594
ENSMUSG00000004952	-0.059205	-0.047689	0.388087	-0.161360	-0.366372	-0.004887
ENSMUSG00000004980	-0.070536	-0.588221	-0.156812	-0.894171	-0.127244	0.075796
ENSMUSG00000004988	0.165262	-0.527319	0.402630	0.064939	0.312456	-0.792457
ENSMUSG00000004996	-0.231779	0.320365	-0.543577	0.196068	-0.114534	-0.380400
ENSMUSG00000005034	0.184844	0.427284	0.324166	0.051322	-0.046239	0.121532
ENSMUSG00000005043	0.504845	0.354307	-0.175832	0.053300	0.278990	-0.122836
ENSMUSG00000005054	-0.501651	0.197791	0.345123	0.504628	0.229391	-0.336082
ENSMUSG00000005057	-0.141400	-0.543008	0.603963	-0.030881	-0.268299	0.321142
ENSMUSG00000005069	-0.340344	0.267997	0.124845	-0.095882	0.326196	-0.255617
ENSMUSG00000005087	0.498384	0.645867	0.027938	0.076940	-0.449392	0.083181
ENSMUSG00000005089	0.468156	0.153874	-0.415481	-0.173999	0.287164	0.160111
ENSMUSG00000005102	0.268101	0.287586	-0.215248	0.227431	0.360744	-0.331170
ENSMUSG00000005103	0.394595	0.326672	0.333636	-0.007870	0.065855	-0.507863
ENSMUSG00000005107	-0.352055	0.055642	0.081754	0.354726	-0.042597	0.401730
ENSMUSG00000005142	-0.354520	-0.638919	0.389470	0.504882	0.036960	-0.490867
ENSMUSG00000005148	0.048063	0.126174	0.201290	0.233746	-0.164058	0.616828
ENSMUSG00000005150	-0.115540	0.173291	0.540461	-0.083093	0.134920	-0.387633
ENSMUSG00000005161	0.381439	0.265934	-0.287972	0.104202	0.260165	0.159388
ENSMUSG00000005198	-0.045899	0.325280	-0.039803	-0.169704	-0.427377	0.407231
ENSMUSG00000005204	-0.252390	0.641130	0.148911	-0.170930	-0.294885	-0.403671
ENSMUSG00000005220	0.215998	0.391472	-0.256623	0.040245	-0.171345	-0.723677
ENSMUSG00000005225	0.131707	-0.100209	-0.109574	0.104394	-0.503090	0.116237
ENSMUSG00000005232	-0.032291	-0.116273	0.375306	0.322760	0.243491	-0.412127
ENSMUSG00000005233	0.120175	0.080476	-0.214022	-0.118732	-0.004418	-0.296838
ENSMUSG00000005237	0.346515	-0.670268	-0.534774	-0.105716	0.043367	-0.489404
ENSMUSG00000005262	-0.214943	-0.283654	0.170870	-0.136343	0.295577	0.477890
ENSMUSG00000005268	0.101803	0.411729	0.268151	-0.191080	-0.063715	-0.702882
ENSMUSG00000005299	-0.082914	-0.128240	-0.621777	-0.064107	0.387722	-0.005436
ENSMUSG00000005312	0.304317	0.112294	-0.805872	0.002539	0.714258	0.310049
ENSMUSG00000005320	-0.149004	0.059023	0.001806	-0.177811	0.171421	0.191945
ENSMUSG00000005338	-0.491842	-0.150432	0.298646	-0.359298	-0.260428	-0.304881
ENSMUSG00000005339	-0.516004	-0.013959	-0.036651	0.290935	-0.349451	-0.340686
ENSMUSG00000005354	0.098097	0.209134	-0.632016	-0.198500	-0.081914	0.200307
ENSMUSG00000005355	0.410335	0.129197	-0.474367	-0.085726	-0.491559	-0.148071
ENSMUSG00000005357	0.209602	-0.222834	0.071602	-0.240566	-0.198879	0.357116
ENSMUSG00000005360	-0.568239	-0.070456	0.565525	0.093407	0.006395	-0.017376
ENSMUSG00000005364	-0.062959	-0.025843	0.457417	0.541180	0.718448	0.258462
ENSMUSG00000005370	-0.295554	-0.518089	-0.267068	-0.525995	-0.084008	-0.738102
ENSMUSG00000005371	-0.218921	0.265154	-0.254114	-0.347120	-0.145611	-0.302128
ENSMUSG00000005373	-0.304676	0.170689	0.554265	0.140956	-0.661927	-0.306224
ENSMUSG00000005378	-0.027508	-0.361329	0.020169	-0.125073	-0.531198	-0.611189
ENSMUSG00000005397	0.237182	-0.192202	-0.055846	0.287182	0.242499	-0.209362
ENSMUSG00000005410	-0.267794	0.162145	-0.071968	0.703463	-0.405832	0.149960
ENSMUSG00000005413	-0.257487	0.183788	-0.610728	0.422995	-0.102370	0.530883
ENSMUSG00000005447	0.171681	0.747220	-0.288541	0.060841	-0.517412	0.249176
ENSMUSG00000005465	0.397035	-0.502606	0.627462	0.666581	-0.851186	0.122106
ENSMUSG00000005469	0.397327	0.731558	0.247697	0.661328	-0.086965	0.665492
ENSMUSG00000005474	0.354374	0.589161	-0.094122	-0.151162	0.344433	-0.144291
ENSMUSG00000005481	0.272868	0.616611	0.092076	0.032757	-0.012162	-0.151405
ENSMUSG00000005483	-0.003515	-0.155883	0.176744	-0.070407	-0.465524	-0.194349
ENSMUSG00000005510	-0.104768	0.117034	-0.315677	0.023265	0.182633	-0.149287
ENSMUSG00000005533	0.077410	0.465602	-0.270229	0.099230	0.425868	0.517042
ENSMUSG00000005534	0.625173	0.428024	0.172110	-0.067590	0.244812	-0.125442
ENSMUSG00000005540	0.081775	-0.299141	-0.519200	0.184736	-0.562082	-0.168057
ENSMUSG00000005547	-0.099828	0.076129	-0.403024	0.605547	0.258018	-0.756264
ENSMUSG00000005553	-0.264439	-0.165939	-0.405362	0.046779	0.022209	0.708351
ENSMUSG00000005566	0.292761	0.113940	0.444476	-0.061426	0.036676	-0.013510
ENSMUSG00000005575	0.185294	-0.454216	0.353380	-0.447360	0.317751	-0.000273
ENSMUSG00000005580	-0.025478	-0.674915	-0.216139	-0.580625	0.117359	-0.252845
ENSMUSG00000005583	-0.073870	0.348612	0.751035	0.113031	0.069670	-0.172568
ENSMUSG00000005609	0.130783	-0.284344	-0.317705	-0.252285	-0.450981	0.163370
ENSMUSG00000005610	0.302328	-0.198942	0.673851	0.113949	0.606252	-0.189009
ENSMUSG00000005611	0.202530	0.304858	0.030202	-0.697988	0.542930	-0.579162
ENSMUSG00000005615	-0.120398	-0.148579	-0.777107	0.426215	0.548648	0.600874
ENSMUSG00000005625	-0.297319	0.361343	0.060007	-0.142452	0.303862	0.259060
ENSMUSG00000005628	0.765391	-0.524925	-0.129093	-0.188176	0.091626	-0.327466
ENSMUSG00000005640	-0.041963	0.465433	-0.396623	0.148661	0.096233	-0.018078
ENSMUSG00000005667	0.261428	-0.266232	0.404757	-0.589705	-0.032719	-0.395244
ENSMUSG00000005672	-0.466887	-0.064169	-0.438394	0.337787	0.194076	-0.251008
ENSMUSG00000005674	0.431910	-0.126940	-0.056479	0.200816	-0.042117	-0.281212
ENSMUSG00000005677	0.306710	-0.790811	-0.204777	0.272744	-0.086001	0.254841
ENSMUSG00000005681	0.656371	-0.005516	0.054888	-0.062192	0.623300	-0.192217
ENSMUSG00000005682	0.355408	-0.716681	-0.118999	0.073731	-0.392928	-0.183231
ENSMUSG00000005683	0.122457	0.563297	0.553144	-0.051647	0.164972	-0.579472
ENSMUSG00000005686	0.076589	-0.191659	-0.377547	-0.295123	0.264030	-0.267259
ENSMUSG00000005687	-0.027724	0.433230	-0.064428	0.002592	0.215424	0.068169
ENSMUSG00000005696	-0.512531	0.023939	-0.453817	-0.060181	0.149719	-0.007532
ENSMUSG00000005698	-0.306225	0.315200	0.183447	-0.702505	-0.371986	-0.350375
ENSMUSG00000005699	0.488529	-0.382138	-0.047888	-0.026630	-0.114484	0.070048
ENSMUSG00000005705	0.637582	-0.151048	-0.091332	0.132641	-0.300013	-0.127788
ENSMUSG00000005718	-0.111514	-0.657604	-0.530077	-0.369953	0.254858	0.013583
ENSMUSG00000005763	-0.354901	0.165232	0.083514	-0.200765	-0.390090	-0.192296
ENSMUSG00000005774	-0.034781	-0.046561	0.147064	0.041457	-0.370293	0.293259
ENSMUSG00000005779	-0.050940	-0.505221	0.547445	0.438654	-0.507933	0.396514
ENSMUSG00000005800	0.162760	0.301236	-0.236614	-0.433202	-0.787329	-0.093390
ENSMUSG00000005803	0.177717	-0.436327	-0.159159	-0.325741	-0.492102	-0.039980
ENSMUSG00000005804	0.122046	-0.199420	-0.215399	0.058601	0.030729	0.089202
ENSMUSG00000005813	0.431450	0.401005	-0.143684	0.261550	0.283696	0.360490
ENSMUSG00000005824	-0.101616	0.060022	-0.470242	0.427420	0.040386	-0.948473
ENSMUSG00000005836	0.256752	-0.320579	0.161566	-0.592397	-0.292465	0.185538
ENSMUSG00000005864	-0.351735	-0.139505	-0.459598	-0.447842	0.438830	-0.244963
ENSMUSG00000005871	-0.241101	-0.037888	-0.201395	0.147142	-0.057825	-0.432505
ENSMUSG00000005886	0.120098	0.172686	0.169347	0.030295	-0.365318	-0.339482
ENSMUSG00000005892	-0.608102	-0.109148	-0.258006	-0.077582	0.032623	-0.332793
ENSMUSG00000005893	0.234797	0.067397	-0.453573	0.164107	0.128297	-0.683956
ENSMUSG00000005897	0.088781	-0.577229	-0.194142	-0.122088	-0.270993	-0.465821
ENSMUSG00000005899	-0.038241	0.334911	-0.313850	1.110738	-0.107705	-0.312127
